PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"16150610","Removal of FMRI environment artifacts from EEG data using optimal basis sets","Niazy RK, Beckmann CF, Iannetti GD, Brady JM, Smith SM.","Neuroimage. 2005 Nov 15;28(3):720-37. doi: 10.1016/j.neuroimage.2005.06.067. Epub 2005 Sep 16.","Niazy RK","Neuroimage","2005","2005/09/10","","","10.1016/j.neuroimage.2005.06.067"
"16148455","Neurophysiological and subjective profile of marijuana with varying concentrations of cannabinoids","Ilan AB, Gevins A, Coleman M, ElSohly MA, de Wit H.","Behav Pharmacol. 2005 Sep;16(5-6):487-96. doi: 10.1097/00008877-200509000-00023.","Ilan AB","Behav Pharmacol","2005","2005/09/09","","","10.1097/00008877-200509000-00023"
"16140512","Cortical activation during Pavlovian fear conditioning depends on heart rate response patterns: an MEG study","Moratti S, Keil A.","Brain Res Cogn Brain Res. 2005 Oct;25(2):459-71. doi: 10.1016/j.cogbrainres.2005.07.006. Epub 2005 Sep 2.","Moratti S","Brain Res Cogn Brain Res","2005","2005/09/06","","","10.1016/j.cogbrainres.2005.07.006"
"16034572","Central and peripheral psychophysiological responses to trauma-related cues in subclinical posttraumatic stress disorder: a pilot study","Wessa M, Karl A, Flor H.","Exp Brain Res. 2005 Nov;167(1):56-65. doi: 10.1007/s00221-005-0007-0. Epub 2005 Oct 29.","Wessa M","Exp Brain Res","2005","2005/07/22","","","10.1007/s00221-005-0007-0"
"16012661","Fetal MCG and fetal MEG measurements with a 3-channel SQUID system","Schneider U, Giessler F, Nowak H, Logemann T, Grimm B, Haueisen J, Schleussner E.","Neurol Clin Neurophysiol. 2004 Nov 30;2004:65.","Schneider U","Neurol Clin Neurophysiol","2004","2005/07/14","","",""
"15993964","From emotion perception to emotion experience: emotions evoked by pictures and classical music","Baumgartner T, Esslen M, Jäncke L.","Int J Psychophysiol. 2006 Apr;60(1):34-43. doi: 10.1016/j.ijpsycho.2005.04.007. Epub 2005 Jul 5.","Baumgartner T","Int J Psychophysiol","2006","2005/07/05","","","10.1016/j.ijpsycho.2005.04.007"
"15920989","Real-time recording of neuropsychophysiological parameters during 50 Hz magnetic field exposure","Sadafi HA, Cadusch P, Wood AW.","Australas Phys Eng Sci Med. 2005 Mar;28(1):43-50. doi: 10.1007/BF03178863.","Sadafi HA","Australas Phys Eng Sci Med","2005","2005/06/01","","","10.1007/BF03178863"
"15903151","Attention to affective pictures in closed head injury: event-related brain potentials and cardiac responses","Solbakk AK, Reinvang I, Svebak S, Nielsen CS, Sundet K.","J Clin Exp Neuropsychol. 2005 Feb;27(2):205-23. doi: 10.1080/13803390490515739.","Solbakk AK","J Clin Exp Neuropsychol","2005","2005/05/21","","","10.1080/13803390490515739"
"15852466","Brain structures involved in interoceptive awareness and cardioafferent signal processing: a dipole source localization study","Pollatos O, Kirsch W, Schandry R.","Hum Brain Mapp. 2005 Sep;26(1):54-64. doi: 10.1002/hbm.20121.","Pollatos O","Hum Brain Mapp","2005","2005/04/27","PMC6871699","","10.1002/hbm.20121"
"15825875","Optimal electrical stimulation modality for cortical esophageal evoked potentials: transmural or intraesophageal?","Kamath MV, Hollerbach S, Spaziani R, Shine G, Upton AR, Tougas G.","IEEE Trans Biomed Eng. 2005 Apr;52(4):736-9. doi: 10.1109/TBME.2005.844044.","Kamath MV","IEEE Trans Biomed Eng","2005","2005/04/14","","","10.1109/TBME.2005.844044"
"15778268","Antagonism of neuromuscular blockade but not muscle relaxation affects depth of anaesthesia","Vasella FC, Frascarolo P, Spahn DR, Magnusson L.","Br J Anaesth. 2005 Jun;94(6):742-7. doi: 10.1093/bja/aei120. Epub 2005 Mar 18.","Vasella FC","Br J Anaesth","2005","2005/03/22","","","10.1093/bja/aei120"
"15714323","Withdrawal following sufentanil/propofol and sufentanil/midazolam. Sedation in surgical ICU patients: correlation with central nervous parameters and endogenous opioids","Korak-Leiter M, Likar R, Oher M, Trampitsch E, Ziervogel G, Levy JV, Freye EC.","Intensive Care Med. 2005 Mar;31(3):380-7. doi: 10.1007/s00134-005-2579-3. Epub 2005 Feb 16.","Korak-Leiter M","Intensive Care Med","2005","2005/02/17","","","10.1007/s00134-005-2579-3"
"15650862","Prediction of responses to various stimuli during sedation: a comparison of three EEG variables","Doi M, Morita K, Mantzaridis H, Sato S, Kenny GN.","Intensive Care Med. 2005 Jan;31(1):41-7. doi: 10.1007/s00134-004-2516-x. Epub 2004 Dec 1.","Doi M","Intensive Care Med","2005","2005/01/15","","","10.1007/s00134-004-2516-x"
"15621474","Cooling to 10 degrees C and treatment with Cyclosporine A improve cerebral recovery following prolonged hypothermic circulatory arrest in a chronic porcine model","Strauch JT, Spielvogel D, Haldenwang PL, Zhang N, Weisz D, Bodian CA, Tatton NA, Griepp RB.","Eur J Cardiothorac Surg. 2005 Jan;27(1):74-80. doi: 10.1016/j.ejcts.2004.10.045.","Strauch JT","Eur J Cardiothorac Surg","2005","2004/12/29","","","10.1016/j.ejcts.2004.10.045"
"15582921","Two new neurophysiological indices of cocaine craving: evoked brain potentials and cue modulated startle reflex","Franken IH, Hulstijn KP, Stam CJ, Hendriks VM, van den Brink W.","J Psychopharmacol. 2004 Dec;18(4):544-52. doi: 10.1177/0269881104047282.","Franken IH","J Psychopharmacol","2004","2004/12/08","","","10.1177/0269881104047282"
"15562062","Measuring depth of sedation with auditory evoked potentials during controlled infusion of propofol and remifentanil in healthy volunteers","Haenggi M, Ypparila H, Takala J, Korhonen I, Luginbühl M, Petersen-Felix S, Jakob SM.","Anesth Analg. 2004 Dec;99(6):1728-1736. doi: 10.1213/01.ANE.0000135634.46493.0A.","Haenggi M","Anesth Analg","2004","2004/11/25","","","10.1213/01.ANE.0000135634.46493.0A"
"15561378","Pavlovian conditioning of muscular responses in chronic pain patients: central and peripheral correlates","Schneider C, Palomba D, Flor H.","Pain. 2004 Dec;112(3):239-247. doi: 10.1016/j.pain.2004.08.025.","Schneider C","Pain","2004","2004/11/25","","","10.1016/j.pain.2004.08.025"
"15518935","Error-related psychophysiology and negative affect","Hajcak G, McDonald N, Simons RF.","Brain Cogn. 2004 Nov;56(2):189-97. doi: 10.1016/j.bandc.2003.11.001.","Hajcak G","Brain Cogn","2004","2004/11/03","","","10.1016/j.bandc.2003.11.001"
"15502936","Effects of marijuana on neurophysiological signals of working and episodic memory","Ilan AB, Smith ME, Gevins A.","Psychopharmacology (Berl). 2004 Nov;176(2):214-22. doi: 10.1007/s00213-004-1868-9. Epub 2004 May 7.","Ilan AB","Psychopharmacology (Berl)","2004","2004/10/27","PMC1463999","NIHMS3925","10.1007/s00213-004-1868-9"
"15498547","Maturational effects on newborn ERPs measured in the mismatch negativity paradigm","Leppänen PH, Guttorm TK, Pihko E, Takkinen S, Eklund KM, Lyytinen H.","Exp Neurol. 2004 Nov;190 Suppl 1:S91-101. doi: 10.1016/j.expneurol.2004.06.002.","Leppänen PH","Exp Neurol","2004","2004/10/23","","","10.1016/j.expneurol.2004.06.002"
"15385365","A comparison of bispectral index and rapidly extracted auditory evoked potentials index responses to noxious stimulation during sevoflurane anesthesia","Ekman A, Brudin L, Sandin R.","Anesth Analg. 2004 Oct;99(4):1141-1146. doi: 10.1213/01.ANE.0000130618.99860.48.","Ekman A","Anesth Analg","2004","2004/09/24","","","10.1213/01.ANE.0000130618.99860.48"
"15315622","Is the ARX index a more sensitive indicator of anesthetic depth than the bispectral index during sevoflurane/nitrous oxide anesthesia?","Nishiyama T, Matsukawa T, Hanaoka K.","Acta Anaesthesiol Scand. 2004 Sep;48(8):1028-32. doi: 10.1111/j.0001-5172.2004.00468.x.","Nishiyama T","Acta Anaesthesiol Scand","2004","2004/08/19","","","10.1111/j.0001-5172.2004.00468.x"
"15219580","Augmentation of serotonin enhances pleasant and suppresses unpleasant cortical electrophysiological responses to visual emotional stimuli in humans","Kemp AH, Gray MA, Silberstein RB, Armstrong SM, Nathan PJ.","Neuroimage. 2004 Jul;22(3):1084-96. doi: 10.1016/j.neuroimage.2004.03.022.","Kemp AH","Neuroimage","2004","2004/06/29","","","10.1016/j.neuroimage.2004.03.022"
"15197114","The A-line ARX index may be a more sensitive detector of arousal than the bispectral index during propofol-fentanyl-nitrous oxide anesthesia: a preliminary investigation","Nishiyama T, Hanaoka K.","Can J Anaesth. 2004 Jun-Jul;51(6):539-44. doi: 10.1007/BF03018394.","Nishiyama T","Can J Anaesth","2004","2004/06/16","","","10.1007/BF03018394"
"15165413","Electrophysiological evidence of intuition: Part 2. A system-wide process?","McCraty R, Atkinson M, Bradley RT.","J Altern Complement Med. 2004 Apr;10(2):325-36. doi: 10.1089/107555304323062310.","McCraty R","J Altern Complement Med","2004","2004/05/29","","","10.1089/107555304323062310"
"15165412","Event-related electroencephalographic correlations between isolated human subjects","Radin DI.","J Altern Complement Med. 2004 Apr;10(2):315-23. doi: 10.1089/107555304323062301.","Radin DI","J Altern Complement Med","2004","2004/05/29","","","10.1089/107555304323062301"
"15141795","No difference in electroencephalographic power spectra or sensory-evoked potentials in patients anaesthetized with desflurane or sevoflurane","Freye E, Brückner J, Latasch L.","Eur J Anaesthesiol. 2004 May;21(5):373-8. doi: 10.1017/s0265021504005046.","Freye E","Eur J Anaesthesiol","2004","2004/05/15","","","10.1017/s0265021504005046"
"15135977","Attentional processes and cognitive performance during expectancy of painful galvanic stimulations: a high-resolution EEG study","Babiloni C, Brancucci A, Arendt-Nielsen L, Babiloni F, Capotosto P, Carducci F, Cincotti F, Del Percio C, Petrini L, Rossini PM, Chen AC.","Behav Brain Res. 2004 Jun 4;152(1):137-47. doi: 10.1016/j.bbr.2003.10.004.","Babiloni C","Behav Brain Res","2004","2004/05/12","","","10.1016/j.bbr.2003.10.004"
"15135915","Peripheral and electrocortical responses to painful and non-painful stimulation in chronic pain patients, tension headache patients and healthy controls","Flor H, Diers M, Birbaumer N.","Neurosci Lett. 2004 May 6;361(1-3):147-50. doi: 10.1016/j.neulet.2003.12.064.","Flor H","Neurosci Lett","2004","2004/05/12","","","10.1016/j.neulet.2003.12.064"
"15127083","Effects of lorazepam on the neuromagnetic mismatch negativity (MMNm) and auditory evoked field component N100m","Rosburg T, Marinou V, Haueisen J, Smesny S, Sauer H.","Neuropsychopharmacology. 2004 Sep;29(9):1723-33. doi: 10.1038/sj.npp.1300477.","Rosburg T","Neuropsychopharmacology","2004","2004/05/06","","","10.1038/sj.npp.1300477"
"15105212","A comparison of the clinical usefulness of three different electroencephalogram monitors: Bispectral Index, processed electroencephalogram, and Alaris auditory evoked potentials","Nishiyama T, Matsukawa T, Hanaoka K.","Anesth Analg. 2004 May;98(5):1341-5, table of contents. doi: 10.1213/01.ane.0000111109.42728.51.","Nishiyama T","Anesth Analg","2004","2004/04/24","","","10.1213/01.ane.0000111109.42728.51"
"15102134","Accuracy of heartbeat perception is reflected in the amplitude of the heartbeat-evoked brain potential","Pollatos O, Schandry R.","Psychophysiology. 2004 May;41(3):476-82. doi: 10.1111/1469-8986.2004.00170.x.","Pollatos O","Psychophysiology","2004","2004/04/23","","","10.1111/1469-8986.2004.00170.x"
"15025887","Electrophysiological evidence of intuition: part 1. The surprising role of the heart","McCraty R, Atkinson M, Bradley RT.","J Altern Complement Med. 2004 Feb;10(1):133-43. doi: 10.1089/107555304322849057.","McCraty R","J Altern Complement Med","2004","2004/03/18","","","10.1089/107555304322849057"
"14998709","From mental power to muscle power--gaining strength by using the mind","Ranganathan VK, Siemionow V, Liu JZ, Sahgal V, Yue GH.","Neuropsychologia. 2004;42(7):944-56. doi: 10.1016/j.neuropsychologia.2003.11.018.","Ranganathan VK","Neuropsychologia","2004","2004/03/05","","","10.1016/j.neuropsychologia.2003.11.018"
"14741675","Noninvasive measurement of neuronal activity with near-infrared optical imaging","Franceschini MA, Boas DA.","Neuroimage. 2004 Jan;21(1):372-86. doi: 10.1016/j.neuroimage.2003.09.040.","Franceschini MA","Neuroimage","2004","2004/01/27","PMC3786741","NIHMS347708","10.1016/j.neuroimage.2003.09.040"
"14693608","Acupuncture decreases somatosensory evoked potential amplitudes to noxious stimuli in anesthetized volunteers","Meissner W, Weiss T, Trippe RH, Hecht H, Krapp C, Miltner WH.","Anesth Analg. 2004 Jan;98(1):141-147. doi: 10.1213/01.ANE.0000096191.07929.44.","Meissner W","Anesth Analg","2004","2003/12/25","","","10.1213/01.ANE.0000096191.07929.44"
"12957369","Late-developing rostral ventrolateral medullary surface responses to cardiovascular challenges during sleep","Richard CA, Rector DM, Macey PM, Ali N, Harper RM.","Brain Res. 2003 Sep 19;985(1):65-77. doi: 10.1016/s0006-8993(03)03159-7.","Richard CA","Brain Res","2003","2003/09/06","","","10.1016/s0006-8993(03)03159-7"
"12951229","On the use of isoflurane versus halothane in the study of visual response properties of single cells in the primary visual cortex","Villeneuve MY, Casanova C.","J Neurosci Methods. 2003 Oct 15;129(1):19-31. doi: 10.1016/s0165-0270(03)00198-5.","Villeneuve MY","J Neurosci Methods","2003","2003/09/03","","","10.1016/s0165-0270(03)00198-5"
"12885175","Correlation beween AAI-index and the BIS-index during propofol hypnosis: a clinical study","Anderson RE, Barr G, Jakobsson JG.","J Clin Monit Comput. 2002 Aug;17(6):325-9. doi: 10.1023/a:1024283303023.","Anderson RE","J Clin Monit Comput","2002","2003/07/30","","","10.1023/a:1024283303023"
"12837559","Heart rate variability during interictal epileptiform discharges","Zaatreh MM, Quint SR, Tennison MB, D'Cruz O, Vaughn BB.","Epilepsy Res. 2003 May;54(2-3):85-90. doi: 10.1016/s0920-1211(03)00059-7.","Zaatreh MM","Epilepsy Res","2003","2003/07/03","","","10.1016/s0920-1211(03)00059-7"
"12818956","ARX-derived auditory evoked potential index and bispectral index during the induction of anesthesia with propofol and remifentanil","Schmidt GN, Bischoff P, Standl T, Issleib M, Voigt M, Schulte Am Esch J.","Anesth Analg. 2003 Jul;97(1):139-44, table of contents. doi: 10.1213/01.ane.0000065546.78919.82.","Schmidt GN","Anesth Analg","2003","2003/06/24","","","10.1213/01.ane.0000065546.78919.82"
"12812807","Central and autonomic nervous system integration in emotion","Hagemann D, Waldstein SR, Thayer JF.","Brain Cogn. 2003 Jun;52(1):79-87. doi: 10.1016/s0278-2626(03)00011-3.","Hagemann D","Brain Cogn","2003","2003/06/19","","","10.1016/s0278-2626(03)00011-3"
"12549733","A resampling approach to estimate the stability of one-dimensional or multidimensional independent components","Meinecke F, Ziehe A, Kawanabe M, Müller KR.","IEEE Trans Biomed Eng. 2002 Dec;49(12 Pt 2):1514-25. doi: 10.1109/TBME.2002.805480.","Meinecke F","IEEE Trans Biomed Eng","2002","2003/01/29","","","10.1109/TBME.2002.805480"
"12399142","Modulating sensory gating in healthy volunteers: the effects of ketamine and haloperidol","Oranje B, Gispen-de Wied CC, Verbaten MN, Kahn RS.","Biol Psychiatry. 2002 Nov 1;52(9):887-95. doi: 10.1016/s0006-3223(02)01377-x.","Oranje B","Biol Psychiatry","2002","2002/10/26","","","10.1016/s0006-3223(02)01377-x"
"11951061","Effects of acute hypoxemia/ischemia on EEG and evoked responses at normothermia and hypothermia in humans","Stecker MM, Escherich A, Patterson T, Bavaria JE, Cheung AT.","Med Sci Monit. 2002 Apr;8(4):CR223-8.","Stecker MM","Med Sci Monit","2002","2002/04/16","","",""
"11943075","Effects of CO2 anaesthesia on central nervous system activity in swine","Martoft L, Lomholt L, Kolthoff C, Rodriguez BE, Jensen EW, Jørgensen PF, Pedersen HD, Forslid A.","Lab Anim. 2002 Apr;36(2):115-26. doi: 10.1258/0023677021912398.","Martoft L","Lab Anim","2002","2002/04/12","","","10.1258/0023677021912398"
"11927175","The effects of hydrocortisone on cognitive and neural function: a behavioral and event-related potential investigation","Monk CS, Nelson CA.","Neuropsychopharmacology. 2002 Apr;26(4):505-19. doi: 10.1016/S0893-133X(01)00384-0.","Monk CS","Neuropsychopharmacology","2002","2002/04/03","","","10.1016/S0893-133X(01)00384-0"
"11852158","Time-dependent cortical asymmetries induced by emotional arousal: EEG analysis of event-related synchronization and desynchronization in individually defined frequency bands","Aftanas LI, Varlamov AA, Pavlov SV, Makhnev VP, Reva NV.","Int J Psychophysiol. 2002 Apr;44(1):67-82. doi: 10.1016/s0167-8760(01)00194-5.","Aftanas LI","Int J Psychophysiol","2002","2002/02/20","","","10.1016/s0167-8760(01)00194-5"
"11850088","Habituation and recovery of a slow negative wave of the event-related brain potential","Zimmer H.","Int J Psychophysiol. 2002 Mar;43(3):225-35. doi: 10.1016/s0167-8760(01)00185-4.","Zimmer H","Int J Psychophysiol","2002","2002/02/19","","","10.1016/s0167-8760(01)00185-4"
"11812390","Neurophysiological study of patients with perceived 'electrical hypersensitivity'","Lyskov E, Sandström M, Hansson Mild K.","Int J Psychophysiol. 2001 Nov;42(3):233-41. doi: 10.1016/s0167-8760(01)00141-6.","Lyskov E","Int J Psychophysiol","2001","2002/01/29","","","10.1016/s0167-8760(01)00141-6"
"11599534","Signal analysis of auditory evoked cortical fields in fetal magnetoencephalography","Schneider U, Schleussner E, Haueisen J, Nowak H, Seewald HJ.","Brain Topogr. 2001 Fall;14(1):69-80. doi: 10.1023/a:1012519923583.","Schneider U","Brain Topogr","2001","2001/10/16","","","10.1023/a:1012519923583"
"11568930","Provocation study of persons with perceived electrical hypersensitivity and controls using magnetic field exposure and recording of electrophysiological characteristics","Lyskov E, Sandström M, Mild KH.","Bioelectromagnetics. 2001 Oct;22(7):457-62.","Lyskov E","Bioelectromagnetics","2001","2001/09/25","","",""
"11543028","Effects of hyper +Gz acceleration on brainstem and auditory cortical evoked potentials and cerebral blood flow in anesthetized rats","Matsunami K, Konishi T, Satake H.","J Gravit Physiol. 1999 Jul;6(1):P61-2.","Matsunami K","J Gravit Physiol","1999","2001/09/07","","",""
